state,dimension,count,percentage,total_posts
Zacatecas,ACCESS TO SOCIAL SECURITY,39,12.149532710280374,321
Zacatecas,HOUSING,33,10.2803738317757,321
Zacatecas,ACCESS TO FOOD,30,9.345794392523365,321
Zacatecas,SOCIAL_COHESION,18,5.607476635514018,321
Zacatecas,OTHER,7,2.1806853582554515,321
Colima,INCOME,44,28.57142857142857,154
Colima,ACCESS TO HEALTH SERVICES,58,37.66233766233766,154
Colima,EDUCATIONAL_LAG,7,4.545454545454546,154
Colima,ACCESS TO SOCIAL SECURITY,21,13.636363636363635,154
Colima,HOUSING,3,1.948051948051948,154
Colima,ACCESS TO FOOD,7,4.545454545454546,154
Colima,SOCIAL_COHESION,4,2.5974025974025974,154
Colima,OTHER,10,6.493506493506493,154
Jalisco,INCOME,200,40.48582995951417,494
Jalisco,ACCESS TO HEALTH SERVICES,117,23.684210526315788,494
Jalisco,EDUCATIONAL_LAG,25,5.060728744939271,494
Jalisco,ACCESS TO SOCIAL SECURITY,74,14.979757085020243,494
Jalisco,HOUSING,16,3.2388663967611335,494
Jalisco,ACCESS TO FOOD,23,4.65587044534413,494
Jalisco,SOCIAL_COHESION,10,2.0242914979757085,494
Jalisco,OTHER,29,5.870445344129554,494
Aguascalientes,INCOME,42,21.98952879581152,191
Aguascalientes,ACCESS TO HEALTH SERVICES,28,14.659685863874344,191
Aguascalientes,EDUCATIONAL_LAG,8,4.18848167539267,191
Aguascalientes,ACCESS TO SOCIAL SECURITY,62,32.460732984293195,191
Aguascalientes,HOUSING,12,6.282722513089005,191
Aguascalientes,ACCESS TO FOOD,6,3.1413612565445024,191
Aguascalientes,SOCIAL_COHESION,4,2.094240837696335,191
Aguascalientes,OTHER,29,15.18324607329843,191
Baja California Sur,INCOME,8,27.586206896551722,29
Baja California Sur,ACCESS TO HEALTH SERVICES,6,20.689655172413794,29
Baja California Sur,EDUCATIONAL_LAG,3,10.344827586206897,29
Baja California Sur,ACCESS TO SOCIAL SECURITY,6,20.689655172413794,29
Baja California Sur,HOUSING,0,0.0,29
Baja California Sur,ACCESS TO FOOD,2,6.896551724137931,29
Baja California Sur,SOCIAL_COHESION,1,3.4482758620689653,29
Baja California Sur,OTHER,3,10.344827586206897,29
Campeche,INCOME,26,27.083333333333332,96
Campeche,ACCESS TO HEALTH SERVICES,20,20.833333333333336,96
Campeche,EDUCATIONAL_LAG,6,6.25,96
Campeche,ACCESS TO SOCIAL SECURITY,33,34.375,96
Campeche,HOUSING,3,3.125,96
Campeche,ACCESS TO FOOD,3,3.125,96
Campeche,SOCIAL_COHESION,1,1.0416666666666665,96
Campeche,OTHER,4,4.166666666666666,96
Coahuila,INCOME,132,36.46408839779006,362
Coahuila,ACCESS TO HEALTH SERVICES,37,10.220994475138122,362
Coahuila,EDUCATIONAL_LAG,6,1.6574585635359116,362
Coahuila,ACCESS TO SOCIAL SECURITY,119,32.87292817679558,362
Coahuila,HOUSING,11,3.0386740331491713,362
Coahuila,ACCESS TO FOOD,9,2.4861878453038675,362
Coahuila,SOCIAL_COHESION,13,3.591160220994475,362
Coahuila,OTHER,35,9.668508287292818,362
Durango,INCOME,66,32.51231527093596,203
Durango,ACCESS TO HEALTH SERVICES,50,24.63054187192118,203
Durango,EDUCATIONAL_LAG,15,7.389162561576355,203
Durango,ACCESS TO SOCIAL SECURITY,46,22.660098522167488,203
Durango,HOUSING,6,2.955665024630542,203
Durango,ACCESS TO FOOD,1,0.49261083743842365,203
Durango,SOCIAL_COHESION,6,2.955665024630542,203
Durango,OTHER,13,6.403940886699508,203
Hidalgo,INCOME,57,26.88679245283019,212
Hidalgo,ACCESS TO HEALTH SERVICES,23,10.849056603773585,212
Hidalgo,EDUCATIONAL_LAG,4,1.8867924528301887,212
Hidalgo,ACCESS TO SOCIAL SECURITY,103,48.58490566037736,212
Hidalgo,HOUSING,7,3.30188679245283,212
Hidalgo,ACCESS TO FOOD,3,1.4150943396226416,212
Hidalgo,SOCIAL_COHESION,7,3.30188679245283,212
Hidalgo,OTHER,8,3.7735849056603774,212
Estado de México,INCOME,47,38.21138211382114,123
Estado de México,ACCESS TO HEALTH SERVICES,18,14.634146341463413,123
Estado de México,EDUCATIONAL_LAG,3,2.4390243902439024,123
Estado de México,ACCESS TO SOCIAL SECURITY,27,21.951219512195124,123
Estado de México,HOUSING,5,4.0650406504065035,123
Estado de México,ACCESS TO FOOD,6,4.878048780487805,123
Estado de México,SOCIAL_COHESION,3,2.4390243902439024,123
Estado de México,OTHER,14,11.38211382113821,123
Ciudad de México,INCOME,114,32.57142857142858,350
Ciudad de México,ACCESS TO HEALTH SERVICES,109,31.142857142857146,350
Ciudad de México,EDUCATIONAL_LAG,16,4.571428571428571,350
Ciudad de México,ACCESS TO SOCIAL SECURITY,51,14.571428571428571,350
Ciudad de México,HOUSING,18,5.142857142857142,350
Ciudad de México,ACCESS TO FOOD,11,3.1428571428571432,350
Ciudad de México,SOCIAL_COHESION,7,2.0,350
Ciudad de México,OTHER,24,6.857142857142858,350
Morelos,INCOME,55,22.0,250
Morelos,ACCESS TO HEALTH SERVICES,48,19.2,250
Morelos,EDUCATIONAL_LAG,8,3.2,250
Morelos,ACCESS TO SOCIAL SECURITY,89,35.6,250
Morelos,HOUSING,21,8.4,250
Morelos,ACCESS TO FOOD,8,3.2,250
Morelos,SOCIAL_COHESION,9,3.5999999999999996,250
Morelos,OTHER,12,4.8,250
Nayarit,INCOME,27,29.03225806451613,93
Nayarit,ACCESS TO HEALTH SERVICES,33,35.483870967741936,93
Nayarit,EDUCATIONAL_LAG,7,7.526881720430108,93
Nayarit,ACCESS TO SOCIAL SECURITY,14,15.053763440860216,93
Nayarit,HOUSING,6,6.451612903225806,93
Nayarit,ACCESS TO FOOD,2,2.1505376344086025,93
Nayarit,SOCIAL_COHESION,1,1.0752688172043012,93
Nayarit,OTHER,3,3.225806451612903,93
Nuevo León,INCOME,99,33.11036789297659,299
Nuevo León,ACCESS TO HEALTH SERVICES,42,14.046822742474916,299
Nuevo León,EDUCATIONAL_LAG,9,3.0100334448160537,299
Nuevo León,ACCESS TO SOCIAL SECURITY,114,38.12709030100335,299
Nuevo León,HOUSING,16,5.351170568561873,299
Nuevo León,ACCESS TO FOOD,15,5.016722408026756,299
Nuevo León,SOCIAL_COHESION,1,0.33444816053511706,299
Nuevo León,OTHER,3,1.0033444816053512,299
Oaxaca,INCOME,96,25.87601078167116,371
Oaxaca,ACCESS TO HEALTH SERVICES,88,23.71967654986523,371
Oaxaca,EDUCATIONAL_LAG,18,4.8517520215633425,371
Oaxaca,ACCESS TO SOCIAL SECURITY,105,28.30188679245283,371
Oaxaca,HOUSING,14,3.7735849056603774,371
Oaxaca,ACCESS TO FOOD,10,2.6954177897574128,371
Oaxaca,SOCIAL_COHESION,19,5.121293800539084,371
Oaxaca,OTHER,21,5.660377358490567,371
Puebla,INCOME,333,46.25,720
Puebla,ACCESS TO HEALTH SERVICES,84,11.666666666666666,720
Puebla,EDUCATIONAL_LAG,38,5.277777777777778,720
Puebla,ACCESS TO SOCIAL SECURITY,156,21.666666666666668,720
Puebla,HOUSING,49,6.805555555555555,720
Puebla,ACCESS TO FOOD,21,2.9166666666666665,720
Puebla,SOCIAL_COHESION,11,1.5277777777777777,720
Puebla,OTHER,28,3.888888888888889,720
Querétaro,INCOME,139,38.082191780821915,365
Querétaro,ACCESS TO HEALTH SERVICES,52,14.246575342465754,365
Querétaro,EDUCATIONAL_LAG,42,11.506849315068493,365
Querétaro,ACCESS TO SOCIAL SECURITY,78,21.36986301369863,365
Querétaro,HOUSING,10,2.73972602739726,365
Querétaro,ACCESS TO FOOD,13,3.5616438356164384,365
Querétaro,SOCIAL_COHESION,9,2.4657534246575343,365
Querétaro,OTHER,22,6.027397260273973,365
Quintana Roo,INCOME,53,26.108374384236456,203
Quintana Roo,ACCESS TO HEALTH SERVICES,33,16.25615763546798,203
Quintana Roo,EDUCATIONAL_LAG,8,3.9408866995073892,203
Quintana Roo,ACCESS TO SOCIAL SECURITY,85,41.87192118226601,203
Quintana Roo,HOUSING,7,3.4482758620689653,203
Quintana Roo,ACCESS TO FOOD,3,1.477832512315271,203
Quintana Roo,SOCIAL_COHESION,3,1.477832512315271,203
Quintana Roo,OTHER,11,5.41871921182266,203
San Luis Potosí,INCOME,10,19.607843137254903,51
San Luis Potosí,ACCESS TO HEALTH SERVICES,19,37.254901960784316,51
San Luis Potosí,EDUCATIONAL_LAG,3,5.88235294117647,51
San Luis Potosí,ACCESS TO SOCIAL SECURITY,12,23.52941176470588,51
San Luis Potosí,HOUSING,0,0.0,51
San Luis Potosí,ACCESS TO FOOD,3,5.88235294117647,51
San Luis Potosí,SOCIAL_COHESION,0,0.0,51
San Luis Potosí,OTHER,4,7.8431372549019605,51
Sonora,INCOME,60,22.988505747126435,261
Sonora,ACCESS TO HEALTH SERVICES,38,14.559386973180077,261
Sonora,EDUCATIONAL_LAG,17,6.513409961685824,261
Sonora,ACCESS TO SOCIAL SECURITY,102,39.08045977011494,261
Sonora,HOUSING,11,4.21455938697318,261
Sonora,ACCESS TO FOOD,12,4.597701149425287,261
Sonora,SOCIAL_COHESION,2,0.7662835249042145,261
Sonora,OTHER,19,7.2796934865900385,261
Tabasco,INCOME,46,41.44144144144144,111
Tabasco,ACCESS TO HEALTH SERVICES,16,14.414414414414415,111
Tabasco,EDUCATIONAL_LAG,4,3.6036036036036037,111
Tabasco,ACCESS TO SOCIAL SECURITY,27,24.324324324324326,111
Tabasco,HOUSING,2,1.8018018018018018,111
Tabasco,ACCESS TO FOOD,3,2.7027027027027026,111
Tabasco,SOCIAL_COHESION,5,4.504504504504505,111
Tabasco,OTHER,8,7.207207207207207,111
Tlaxcala,INCOME,12,26.08695652173913,46
Tlaxcala,ACCESS TO HEALTH SERVICES,10,21.73913043478261,46
Tlaxcala,EDUCATIONAL_LAG,2,4.3478260869565215,46
Tlaxcala,ACCESS TO SOCIAL SECURITY,9,19.565217391304348,46
Tlaxcala,HOUSING,3,6.521739130434782,46
Tlaxcala,ACCESS TO FOOD,1,2.1739130434782608,46
Tlaxcala,SOCIAL_COHESION,4,8.695652173913043,46
Tlaxcala,OTHER,5,10.869565217391305,46
Veracruz,INCOME,80,25.64102564102564,312
Veracruz,ACCESS TO HEALTH SERVICES,56,17.94871794871795,312
Veracruz,EDUCATIONAL_LAG,16,5.128205128205128,312
Veracruz,ACCESS TO SOCIAL SECURITY,106,33.97435897435898,312
Veracruz,HOUSING,19,6.089743589743589,312
Veracruz,ACCESS TO FOOD,6,1.9230769230769231,312
Veracruz,SOCIAL_COHESION,10,3.205128205128205,312
Veracruz,OTHER,19,6.089743589743589,312
Yucatán,INCOME,38,36.53846153846153,104
Yucatán,ACCESS TO HEALTH SERVICES,10,9.615384615384617,104
Yucatán,EDUCATIONAL_LAG,6,5.769230769230769,104
Yucatán,ACCESS TO SOCIAL SECURITY,21,20.192307692307693,104
Yucatán,HOUSING,6,5.769230769230769,104
Yucatán,ACCESS TO FOOD,13,12.5,104
Yucatán,SOCIAL_COHESION,3,2.8846153846153846,104
Yucatán,OTHER,7,6.730769230769231,104
Chiapas,INCOME,68,26.5625,256
Chiapas,ACCESS TO HEALTH SERVICES,59,23.046875,256
Chiapas,EDUCATIONAL_LAG,30,11.71875,256
Chiapas,ACCESS TO SOCIAL SECURITY,37,14.453125,256
Chiapas,HOUSING,24,9.375,256
Chiapas,ACCESS TO FOOD,13,5.078125,256
Chiapas,SOCIAL_COHESION,19,7.421875,256
Chiapas,OTHER,6,2.34375,256
