state,dimension,count,percentage,total_posts
Colima,EDUCATIONAL_LAG,6,4.195804195804196,143
Colima,ACCESS TO SOCIAL SECURITY,28,19.58041958041958,143
Colima,HOUSING,17,11.888111888111888,143
Colima,ACCESS TO FOOD,1,0.6993006993006993,143
Colima,SOCIAL_COHESION,4,2.797202797202797,143
Colima,OTHER,8,5.594405594405594,143
Jalisco,INCOME,106,33.4384858044164,317
Jalisco,ACCESS TO HEALTH SERVICES,29,9.14826498422713,317
Jalisco,EDUCATIONAL_LAG,21,6.624605678233439,317
Jalisco,ACCESS TO SOCIAL SECURITY,86,27.129337539432175,317
Jalisco,HOUSING,60,18.92744479495268,317
Jalisco,ACCESS TO FOOD,1,0.31545741324921134,317
Jalisco,SOCIAL_COHESION,6,1.8927444794952681,317
Jalisco,OTHER,8,2.5236593059936907,317
Aguascalientes,INCOME,51,30.909090909090907,165
Aguascalientes,ACCESS TO HEALTH SERVICES,4,2.4242424242424243,165
Aguascalientes,EDUCATIONAL_LAG,6,3.6363636363636362,165
Aguascalientes,ACCESS TO SOCIAL SECURITY,53,32.121212121212125,165
Aguascalientes,HOUSING,46,27.878787878787882,165
Aguascalientes,ACCESS TO FOOD,0,0.0,165
Aguascalientes,SOCIAL_COHESION,2,1.2121212121212122,165
Aguascalientes,OTHER,3,1.8181818181818181,165
Baja California Sur,INCOME,3,23.076923076923077,13
Baja California Sur,ACCESS TO HEALTH SERVICES,3,23.076923076923077,13
Baja California Sur,EDUCATIONAL_LAG,1,7.6923076923076925,13
Baja California Sur,ACCESS TO SOCIAL SECURITY,4,30.76923076923077,13
Baja California Sur,HOUSING,0,0.0,13
Baja California Sur,ACCESS TO FOOD,0,0.0,13
Baja California Sur,SOCIAL_COHESION,0,0.0,13
Baja California Sur,OTHER,2,15.384615384615385,13
Campeche,INCOME,25,30.864197530864196,81
Campeche,ACCESS TO HEALTH SERVICES,4,4.938271604938271,81
Campeche,EDUCATIONAL_LAG,5,6.172839506172839,81
Campeche,ACCESS TO SOCIAL SECURITY,24,29.629629629629626,81
Campeche,HOUSING,22,27.160493827160494,81
Campeche,ACCESS TO FOOD,0,0.0,81
Campeche,SOCIAL_COHESION,0,0.0,81
Campeche,OTHER,1,1.2345679012345678,81
Coahuila,INCOME,82,20.707070707070706,396
Coahuila,ACCESS TO HEALTH SERVICES,10,2.525252525252525,396
Coahuila,EDUCATIONAL_LAG,6,1.5151515151515151,396
Coahuila,ACCESS TO SOCIAL SECURITY,170,42.92929292929293,396
Coahuila,HOUSING,88,22.22222222222222,396
Coahuila,ACCESS TO FOOD,2,0.5050505050505051,396
Coahuila,SOCIAL_COHESION,15,3.787878787878788,396
Coahuila,OTHER,23,5.808080808080808,396
Durango,INCOME,61,33.15217391304348,184
Durango,ACCESS TO HEALTH SERVICES,22,11.956521739130435,184
Durango,EDUCATIONAL_LAG,12,6.521739130434782,184
Durango,ACCESS TO SOCIAL SECURITY,65,35.32608695652174,184
Durango,HOUSING,19,10.326086956521738,184
Durango,ACCESS TO FOOD,2,1.0869565217391304,184
Durango,SOCIAL_COHESION,0,0.0,184
Durango,OTHER,3,1.6304347826086956,184
Hidalgo,INCOME,48,24.489795918367346,196
Hidalgo,ACCESS TO HEALTH SERVICES,6,3.061224489795918,196
Hidalgo,EDUCATIONAL_LAG,7,3.571428571428571,196
Hidalgo,ACCESS TO SOCIAL SECURITY,95,48.46938775510204,196
Hidalgo,HOUSING,38,19.387755102040817,196
Hidalgo,ACCESS TO FOOD,0,0.0,196
Hidalgo,SOCIAL_COHESION,0,0.0,196
Hidalgo,OTHER,2,1.0204081632653061,196
Estado de México,INCOME,20,21.27659574468085,94
Estado de México,ACCESS TO HEALTH SERVICES,8,8.51063829787234,94
Estado de México,EDUCATIONAL_LAG,4,4.25531914893617,94
Estado de México,ACCESS TO SOCIAL SECURITY,28,29.78723404255319,94
Estado de México,HOUSING,23,24.46808510638298,94
Estado de México,ACCESS TO FOOD,1,1.0638297872340425,94
Estado de México,SOCIAL_COHESION,0,0.0,94
Estado de México,OTHER,10,10.638297872340425,94
Ciudad de México,INCOME,42,15.272727272727273,275
Ciudad de México,ACCESS TO HEALTH SERVICES,41,14.909090909090908,275
Ciudad de México,EDUCATIONAL_LAG,12,4.363636363636364,275
Ciudad de México,ACCESS TO SOCIAL SECURITY,70,25.454545454545453,275
Ciudad de México,HOUSING,99,36.0,275
Ciudad de México,ACCESS TO FOOD,0,0.0,275
Ciudad de México,SOCIAL_COHESION,4,1.4545454545454546,275
Ciudad de México,OTHER,7,2.5454545454545454,275
Morelos,INCOME,56,24.561403508771928,228
Morelos,ACCESS TO HEALTH SERVICES,0,0.0,228
Morelos,EDUCATIONAL_LAG,10,4.385964912280701,228
Morelos,ACCESS TO SOCIAL SECURITY,84,36.84210526315789,228
Morelos,HOUSING,71,31.140350877192986,228
Morelos,ACCESS TO FOOD,3,1.3157894736842104,228
Morelos,SOCIAL_COHESION,2,0.8771929824561403,228
Morelos,OTHER,2,0.8771929824561403,228
Nayarit,INCOME,18,22.78481012658228,79
Nayarit,ACCESS TO HEALTH SERVICES,14,17.72151898734177,79
Nayarit,EDUCATIONAL_LAG,5,6.329113924050633,79
Nayarit,ACCESS TO SOCIAL SECURITY,27,34.177215189873415,79
Nayarit,HOUSING,15,18.9873417721519,79
Nayarit,ACCESS TO FOOD,0,0.0,79
Nayarit,SOCIAL_COHESION,0,0.0,79
Nayarit,OTHER,0,0.0,79
Nuevo León,INCOME,64,35.754189944134076,179
Nuevo León,ACCESS TO HEALTH SERVICES,8,4.4692737430167595,179
Nuevo León,EDUCATIONAL_LAG,5,2.793296089385475,179
Nuevo León,ACCESS TO SOCIAL SECURITY,58,32.402234636871505,179
Nuevo León,HOUSING,39,21.787709497206702,179
Nuevo León,ACCESS TO FOOD,4,2.2346368715083798,179
Nuevo León,SOCIAL_COHESION,1,0.5586592178770949,179
Nuevo León,OTHER,0,0.0,179
Oaxaca,INCOME,74,22.424242424242426,330
Oaxaca,ACCESS TO HEALTH SERVICES,30,9.090909090909092,330
Oaxaca,EDUCATIONAL_LAG,25,7.575757575757576,330
Oaxaca,ACCESS TO SOCIAL SECURITY,118,35.75757575757576,330
Oaxaca,HOUSING,58,17.575757575757574,330
Oaxaca,ACCESS TO FOOD,6,1.8181818181818181,330
Oaxaca,SOCIAL_COHESION,9,2.727272727272727,330
Oaxaca,OTHER,10,3.0303030303030303,330
Puebla,INCOME,98,31.11111111111111,315
Puebla,ACCESS TO HEALTH SERVICES,11,3.492063492063492,315
Puebla,EDUCATIONAL_LAG,37,11.746031746031745,315
Puebla,ACCESS TO SOCIAL SECURITY,75,23.809523809523807,315
Puebla,HOUSING,87,27.61904761904762,315
Puebla,ACCESS TO FOOD,1,0.31746031746031744,315
Puebla,SOCIAL_COHESION,3,0.9523809523809524,315
Puebla,OTHER,3,0.9523809523809524,315
Querétaro,INCOME,60,33.14917127071823,181
Querétaro,ACCESS TO HEALTH SERVICES,10,5.524861878453039,181
Querétaro,EDUCATIONAL_LAG,17,9.392265193370166,181
Querétaro,ACCESS TO SOCIAL SECURITY,39,21.54696132596685,181
Querétaro,HOUSING,36,19.88950276243094,181
Querétaro,ACCESS TO FOOD,3,1.6574585635359116,181
Querétaro,SOCIAL_COHESION,2,1.1049723756906076,181
Querétaro,OTHER,14,7.734806629834254,181
Quintana Roo,INCOME,61,44.85294117647059,136
Quintana Roo,ACCESS TO HEALTH SERVICES,8,5.88235294117647,136
Quintana Roo,EDUCATIONAL_LAG,5,3.6764705882352944,136
Quintana Roo,ACCESS TO SOCIAL SECURITY,40,29.411764705882355,136
Quintana Roo,HOUSING,21,15.441176470588236,136
Quintana Roo,ACCESS TO FOOD,0,0.0,136
Quintana Roo,SOCIAL_COHESION,0,0.0,136
Quintana Roo,OTHER,1,0.7352941176470588,136
San Luis Potosí,INCOME,15,46.875,32
San Luis Potosí,ACCESS TO HEALTH SERVICES,1,3.125,32
San Luis Potosí,EDUCATIONAL_LAG,1,3.125,32
San Luis Potosí,ACCESS TO SOCIAL SECURITY,6,18.75,32
San Luis Potosí,HOUSING,9,28.125,32
San Luis Potosí,ACCESS TO FOOD,0,0.0,32
San Luis Potosí,SOCIAL_COHESION,0,0.0,32
San Luis Potosí,OTHER,0,0.0,32
Sonora,INCOME,107,44.398340248962654,241
Sonora,ACCESS TO HEALTH SERVICES,7,2.904564315352697,241
Sonora,EDUCATIONAL_LAG,12,4.979253112033195,241
Sonora,ACCESS TO SOCIAL SECURITY,62,25.72614107883817,241
Sonora,HOUSING,46,19.08713692946058,241
Sonora,ACCESS TO FOOD,2,0.8298755186721992,241
Sonora,SOCIAL_COHESION,1,0.4149377593360996,241
Sonora,OTHER,4,1.6597510373443984,241
Tabasco,INCOME,27,34.177215189873415,79
Tabasco,ACCESS TO HEALTH SERVICES,10,12.658227848101266,79
Tabasco,EDUCATIONAL_LAG,4,5.063291139240507,79
Tabasco,ACCESS TO SOCIAL SECURITY,20,25.31645569620253,79
Tabasco,HOUSING,14,17.72151898734177,79
Tabasco,ACCESS TO FOOD,0,0.0,79
Tabasco,SOCIAL_COHESION,0,0.0,79
Tabasco,OTHER,4,5.063291139240507,79
Tlaxcala,INCOME,7,17.94871794871795,39
Tlaxcala,ACCESS TO HEALTH SERVICES,4,10.256410256410255,39
Tlaxcala,EDUCATIONAL_LAG,2,5.128205128205128,39
Tlaxcala,ACCESS TO SOCIAL SECURITY,12,30.76923076923077,39
Tlaxcala,HOUSING,7,17.94871794871795,39
Tlaxcala,ACCESS TO FOOD,0,0.0,39
Tlaxcala,SOCIAL_COHESION,2,5.128205128205128,39
Tlaxcala,OTHER,5,12.82051282051282,39
Veracruz,INCOME,85,32.196969696969695,264
Veracruz,ACCESS TO HEALTH SERVICES,17,6.4393939393939394,264
Veracruz,EDUCATIONAL_LAG,18,6.8181818181818175,264
Veracruz,ACCESS TO SOCIAL SECURITY,97,36.74242424242424,264
Veracruz,HOUSING,41,15.530303030303031,264
Veracruz,ACCESS TO FOOD,1,0.3787878787878788,264
Veracruz,SOCIAL_COHESION,0,0.0,264
Veracruz,OTHER,5,1.893939393939394,264
Yucatán,INCOME,26,35.13513513513514,74
Yucatán,ACCESS TO HEALTH SERVICES,5,6.756756756756757,74
Yucatán,EDUCATIONAL_LAG,3,4.054054054054054,74
Yucatán,ACCESS TO SOCIAL SECURITY,25,33.78378378378378,74
Yucatán,HOUSING,10,13.513513513513514,74
Yucatán,ACCESS TO FOOD,2,2.7027027027027026,74
Yucatán,SOCIAL_COHESION,2,2.7027027027027026,74
Yucatán,OTHER,1,1.3513513513513513,74
Chiapas,INCOME,36,16.43835616438356,219
Chiapas,ACCESS TO HEALTH SERVICES,15,6.8493150684931505,219
Chiapas,EDUCATIONAL_LAG,45,20.54794520547945,219
Chiapas,ACCESS TO SOCIAL SECURITY,56,25.570776255707763,219
Chiapas,HOUSING,41,18.72146118721461,219
Chiapas,ACCESS TO FOOD,5,2.28310502283105,219
Chiapas,SOCIAL_COHESION,17,7.76255707762557,219
Chiapas,OTHER,4,1.82648401826484,219
