state,dimension,count,percentage,total_posts
Ciudad de México,ACCESS TO HEALTH SERVICES,105,38.18181818181819,275
Ciudad de México,EDUCATIONAL_LAG,9,3.272727272727273,275
Ciudad de México,ACCESS TO SOCIAL SECURITY,21,7.636363636363637,275
Ciudad de México,HOUSING,31,11.272727272727273,275
Ciudad de México,ACCESS TO FOOD,1,0.36363636363636365,275
Ciudad de México,SOCIAL_COHESION,18,6.545454545454546,275
Ciudad de México,OTHER,35,12.727272727272727,275
Morelos,INCOME,68,29.82456140350877,228
Morelos,ACCESS TO HEALTH SERVICES,40,17.543859649122805,228
Morelos,EDUCATIONAL_LAG,12,5.263157894736842,228
Morelos,ACCESS TO SOCIAL SECURITY,37,16.228070175438596,228
Morelos,HOUSING,22,9.649122807017543,228
Morelos,ACCESS TO FOOD,5,2.1929824561403506,228
Morelos,SOCIAL_COHESION,25,10.964912280701753,228
Morelos,OTHER,19,8.333333333333332,228
Nayarit,INCOME,16,20.253164556962027,79
Nayarit,ACCESS TO HEALTH SERVICES,36,45.56962025316456,79
Nayarit,EDUCATIONAL_LAG,4,5.063291139240507,79
Nayarit,ACCESS TO SOCIAL SECURITY,15,18.9873417721519,79
Nayarit,HOUSING,5,6.329113924050633,79
Nayarit,ACCESS TO FOOD,0,0.0,79
Nayarit,SOCIAL_COHESION,2,2.5316455696202533,79
Nayarit,OTHER,1,1.2658227848101267,79
Nuevo León,INCOME,42,23.463687150837988,179
Nuevo León,ACCESS TO HEALTH SERVICES,37,20.670391061452513,179
Nuevo León,EDUCATIONAL_LAG,8,4.4692737430167595,179
Nuevo León,ACCESS TO SOCIAL SECURITY,43,24.022346368715084,179
Nuevo León,HOUSING,22,12.290502793296088,179
Nuevo León,ACCESS TO FOOD,8,4.4692737430167595,179
Nuevo León,SOCIAL_COHESION,4,2.2346368715083798,179
Nuevo León,OTHER,15,8.379888268156424,179
Oaxaca,INCOME,61,18.484848484848484,330
Oaxaca,ACCESS TO HEALTH SERVICES,75,22.727272727272727,330
Oaxaca,EDUCATIONAL_LAG,17,5.151515151515151,330
Oaxaca,ACCESS TO SOCIAL SECURITY,65,19.696969696969695,330
Oaxaca,HOUSING,37,11.212121212121213,330
Oaxaca,ACCESS TO FOOD,7,2.1212121212121215,330
Oaxaca,SOCIAL_COHESION,37,11.212121212121213,330
Oaxaca,OTHER,31,9.393939393939393,330
Puebla,INCOME,69,21.904761904761905,315
Puebla,ACCESS TO HEALTH SERVICES,53,16.825396825396826,315
Puebla,EDUCATIONAL_LAG,29,9.206349206349207,315
Puebla,ACCESS TO SOCIAL SECURITY,52,16.507936507936506,315
Puebla,HOUSING,34,10.793650793650794,315
Puebla,ACCESS TO FOOD,6,1.9047619047619049,315
Puebla,SOCIAL_COHESION,23,7.301587301587302,315
Puebla,OTHER,49,15.555555555555555,315
Querétaro,INCOME,35,19.337016574585636,181
Querétaro,ACCESS TO HEALTH SERVICES,54,29.83425414364641,181
Querétaro,EDUCATIONAL_LAG,16,8.83977900552486,181
Querétaro,ACCESS TO SOCIAL SECURITY,25,13.812154696132598,181
Querétaro,HOUSING,11,6.077348066298343,181
Querétaro,ACCESS TO FOOD,4,2.209944751381215,181
Querétaro,SOCIAL_COHESION,16,8.83977900552486,181
Querétaro,OTHER,20,11.049723756906078,181
Quintana Roo,INCOME,37,27.205882352941174,136
Quintana Roo,ACCESS TO HEALTH SERVICES,30,22.058823529411764,136
Quintana Roo,EDUCATIONAL_LAG,3,2.2058823529411766,136
Quintana Roo,ACCESS TO SOCIAL SECURITY,28,20.588235294117645,136
Quintana Roo,HOUSING,13,9.558823529411764,136
Quintana Roo,ACCESS TO FOOD,1,0.7352941176470588,136
Quintana Roo,SOCIAL_COHESION,7,5.147058823529411,136
Quintana Roo,OTHER,17,12.5,136
San Luis Potosí,INCOME,6,18.75,32
San Luis Potosí,ACCESS TO HEALTH SERVICES,14,43.75,32
San Luis Potosí,EDUCATIONAL_LAG,2,6.25,32
San Luis Potosí,ACCESS TO SOCIAL SECURITY,0,0.0,32
San Luis Potosí,HOUSING,1,3.125,32
San Luis Potosí,ACCESS TO FOOD,0,0.0,32
San Luis Potosí,SOCIAL_COHESION,2,6.25,32
San Luis Potosí,OTHER,7,21.875,32
Sonora,INCOME,68,28.21576763485477,241
Sonora,ACCESS TO HEALTH SERVICES,44,18.25726141078838,241
Sonora,EDUCATIONAL_LAG,12,4.979253112033195,241
Sonora,ACCESS TO SOCIAL SECURITY,66,27.385892116182575,241
Sonora,HOUSING,23,9.54356846473029,241
Sonora,ACCESS TO FOOD,9,3.7344398340248963,241
Sonora,SOCIAL_COHESION,7,2.904564315352697,241
Sonora,OTHER,12,4.979253112033195,241
Tabasco,INCOME,25,31.645569620253166,79
Tabasco,ACCESS TO HEALTH SERVICES,19,24.050632911392405,79
Tabasco,EDUCATIONAL_LAG,2,2.5316455696202533,79
Tabasco,ACCESS TO SOCIAL SECURITY,11,13.924050632911392,79
Tabasco,HOUSING,11,13.924050632911392,79
Tabasco,ACCESS TO FOOD,0,0.0,79
Tabasco,SOCIAL_COHESION,3,3.79746835443038,79
Tabasco,OTHER,8,10.126582278481013,79
Tlaxcala,INCOME,2,5.128205128205128,39
Tlaxcala,ACCESS TO HEALTH SERVICES,9,23.076923076923077,39
Tlaxcala,EDUCATIONAL_LAG,2,5.128205128205128,39
Tlaxcala,ACCESS TO SOCIAL SECURITY,7,17.94871794871795,39
Tlaxcala,HOUSING,2,5.128205128205128,39
Tlaxcala,ACCESS TO FOOD,0,0.0,39
Tlaxcala,SOCIAL_COHESION,10,25.64102564102564,39
Tlaxcala,OTHER,7,17.94871794871795,39
Veracruz,INCOME,72,27.27272727272727,264
Veracruz,ACCESS TO HEALTH SERVICES,52,19.696969696969695,264
Veracruz,EDUCATIONAL_LAG,15,5.681818181818182,264
Veracruz,ACCESS TO SOCIAL SECURITY,51,19.318181818181817,264
Veracruz,HOUSING,27,10.227272727272728,264
Veracruz,ACCESS TO FOOD,2,0.7575757575757576,264
Veracruz,SOCIAL_COHESION,19,7.196969696969697,264
Veracruz,OTHER,26,9.848484848484848,264
Yucatán,INCOME,13,17.56756756756757,74
Yucatán,ACCESS TO HEALTH SERVICES,13,17.56756756756757,74
Yucatán,EDUCATIONAL_LAG,6,8.108108108108109,74
Yucatán,ACCESS TO SOCIAL SECURITY,12,16.216216216216218,74
Yucatán,HOUSING,11,14.864864864864865,74
Yucatán,ACCESS TO FOOD,9,12.162162162162163,74
Yucatán,SOCIAL_COHESION,6,8.108108108108109,74
Yucatán,OTHER,4,5.405405405405405,74
Chiapas,INCOME,26,11.87214611872146,219
Chiapas,ACCESS TO HEALTH SERVICES,64,29.22374429223744,219
Chiapas,EDUCATIONAL_LAG,25,11.415525114155251,219
Chiapas,ACCESS TO SOCIAL SECURITY,17,7.76255707762557,219
Chiapas,HOUSING,29,13.24200913242009,219
Chiapas,ACCESS TO FOOD,6,2.73972602739726,219
Chiapas,SOCIAL_COHESION,37,16.894977168949772,219
Chiapas,OTHER,15,6.8493150684931505,219
